,AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,Class
464,83653,2057.9851,435.3364,256.3692,0.8082,326.3592,0.9235,90584,0.6446,1.6981,0.2482,0.7497,0.0052,0.0031,0.562,0.9543,Siit_Pistachio
465,106985,1239.329,464.8901,294.273,0.7742,369.0766,0.9917,107881,0.7514,1.5798,0.8753,0.7939,0.0043,0.0028,0.6303,0.9957,Siit_Pistachio
466,82728,1541.515,424.8433,251.267,0.8064,324.5498,0.9646,85765,0.7249,1.6908,0.4375,0.7639,0.0051,0.003,0.5836,0.9867,Siit_Pistachio
467,72466,1142.896,411.3409,227.908,0.8325,303.7542,0.9596,75520,0.7244,1.8049,0.6972,0.7384,0.0057,0.0031,0.5453,0.9842,Siit_Pistachio
468,77225,1100.786,426.2652,247.1006,0.8148,313.5696,0.9368,82438,0.7536,1.7251,0.8009,0.7356,0.0055,0.0032,0.5411,0.9335,Kirmizi_Pistachio
469,79837,1110.6689,425.8595,240.3323,0.8255,318.8285,0.9804,81433,0.7504,1.772,0.8133,0.7487,0.0053,0.003,0.5605,0.9932,Siit_Pistachio
470,96001,1209.672,473.9945,259.3766,0.837,349.6173,0.9932,96663,0.7563,1.8274,0.8244,0.7376,0.0049,0.0027,0.5441,0.9942,Siit_Pistachio
471,67389,1137.771,412.2163,211.1618,0.8588,292.9203,0.9646,69863,0.7259,1.9521,0.6542,0.7106,0.0061,0.0031,0.505,0.9857,Kirmizi_Pistachio
472,84821,1894.724,491.2557,233.824,0.8795,328.6297,0.9156,92635,0.6702,2.101,0.2969,0.669,0.0058,0.0028,0.4475,0.9402,Kirmizi_Pistachio
473,102311,2161.666,485.4601,279.3563,0.8178,360.9244,0.941,108725,0.7232,1.7378,0.2751,0.7435,0.0047,0.0027,0.5527,0.9606,Siit_Pistachio
474,71196,1283.203,459.1897,199.6058,0.9006,301.0807,0.9759,72955,0.7349,2.3005,0.5433,0.6557,0.0064,0.0028,0.4299,0.989,Kirmizi_Pistachio
475,80622,1269.733,462.5956,235.6396,0.8605,320.3921,0.9166,87958,0.6778,1.9631,0.6284,0.6926,0.0057,0.0029,0.4797,0.9417,Kirmizi_Pistachio
476,81583,1295.3361,479.0619,228.7762,0.8786,322.296,0.928,87911,0.6971,2.094,0.611,0.6728,0.0059,0.0028,0.4526,0.9478,Kirmizi_Pistachio
477,63007,2204.22,413.6373,217.4987,0.8506,283.2367,0.8639,72937,0.7129,1.9018,0.163,0.6847,0.0066,0.0035,0.4689,0.8917,Kirmizi_Pistachio
478,82275,1330.2629,447.4186,246.3965,0.8347,323.66,0.9445,87113,0.7179,1.8158,0.5843,0.7234,0.0054,0.003,0.5233,0.9502,Siit_Pistachio
479,65159,1111.235,430.5833,194.4411,0.8922,288.033,0.9706,67136,0.7005,2.2145,0.6631,0.6689,0.0066,0.003,0.4475,0.9909,Kirmizi_Pistachio
480,80080,1156.498,464.908,225.634,0.8743,319.3134,0.9533,84007,0.7604,2.0605,0.7524,0.6868,0.0058,0.0028,0.4717,0.972,Kirmizi_Pistachio
481,79791,1154.017,483.2511,212.6779,0.8979,318.7367,0.9879,80766,0.7886,2.2722,0.7529,0.6596,0.0061,0.0027,0.435,0.9885,Kirmizi_Pistachio
482,81286,1105.582,423.8947,246.3304,0.8138,321.7088,0.9887,82215,0.7775,1.7208,0.8357,0.7589,0.0052,0.003,0.576,0.9912,Siit_Pistachio
483,64776,1250.551,452.9327,192.8921,0.9048,287.1852,0.9093,71240,0.7079,2.3481,0.5205,0.6341,0.007,0.003,0.402,0.944,Kirmizi_Pistachio
484,81576,1157.693,419.6071,249.0175,0.8049,322.2822,0.9854,82785,0.748,1.6851,0.7649,0.7681,0.0051,0.0031,0.5899,0.994,Siit_Pistachio
485,71029,1069.976,434.8156,211.6329,0.8736,300.7273,0.9911,71666,0.7686,2.0546,0.7796,0.6916,0.0061,0.003,0.4783,0.9828,Kirmizi_Pistachio
486,97372,1239.103,434.4333,286.5575,0.7516,352.1049,0.9853,98820,0.7745,1.516,0.7969,0.8105,0.0045,0.0029,0.6569,0.9959,Siit_Pistachio
487,71945,1294.425,461.2612,200.562,0.9005,302.6602,0.9713,74068,0.7564,2.2998,0.5396,0.6562,0.0064,0.0028,0.4305,0.9902,Kirmizi_Pistachio
488,91806,1219.03,459.5651,258.657,0.8266,341.8933,0.967,94936,0.7745,1.7767,0.7763,0.7439,0.005,0.0028,0.5535,0.9834,Siit_Pistachio
489,71185,1280.972,439.9045,209.4484,0.8794,301.0574,0.9587,74255,0.7206,2.1003,0.5452,0.6844,0.0062,0.0029,0.4684,0.9837,Kirmizi_Pistachio
490,65943,1063.584,404.3267,210.2949,0.8541,289.7607,0.9672,68181,0.7463,1.9227,0.7325,0.7166,0.0061,0.0032,0.5136,0.9875,Kirmizi_Pistachio
491,74365,1447.839,432.9703,222.5567,0.8578,307.7084,0.9544,77918,0.7861,1.9454,0.4458,0.7107,0.0058,0.003,0.5051,0.9826,Kirmizi_Pistachio
492,85044,1188.283,451.6523,241.014,0.8457,329.0614,0.9853,86317,0.7711,1.874,0.7569,0.7286,0.0053,0.0028,0.5308,0.9947,Siit_Pistachio
493,84747,2041.804,448.2927,261.1688,0.8128,328.4863,0.8806,96241,0.7112,1.7165,0.2555,0.7327,0.0053,0.0031,0.5369,0.9216,Siit_Pistachio
494,55227,981.211,375.766,188.9134,0.8644,265.1739,0.9756,56610,0.7229,1.9891,0.7208,0.7057,0.0068,0.0034,0.498,0.9906,Kirmizi_Pistachio
495,82285,2069.011,457.3373,250.1151,0.8372,323.6797,0.9108,90343,0.6417,1.8285,0.2415,0.7077,0.0056,0.003,0.5009,0.9159,Kirmizi_Pistachio
496,99916,1209.9,462.816,282.0072,0.7929,356.6749,0.9698,103024,0.7865,1.6411,0.8577,0.7707,0.0046,0.0028,0.5939,0.9747,Siit_Pistachio
497,84774,1149.198,471.3389,229.7515,0.8732,328.5386,0.9913,85516,0.7527,2.0515,0.8066,0.697,0.0056,0.0027,0.4859,0.9967,Siit_Pistachio
498,102869,1397.688,500.3747,271.2004,0.8404,361.9073,0.9333,110221,0.7147,1.845,0.6617,0.7233,0.0049,0.0026,0.5231,0.9652,Siit_Pistachio
499,57084,1584.452,402.2238,190.5893,0.8806,269.5953,0.8912,64055,0.7153,2.1104,0.2857,0.6703,0.007,0.0033,0.4493,0.9481,Kirmizi_Pistachio
500,90931,1124.2371,418.739,277.8192,0.7482,340.2601,0.9933,91545,0.7387,1.5072,0.9041,0.8126,0.0046,0.0031,0.6603,0.9952,Siit_Pistachio
501,85833,1663.244,431.85,279.9519,0.7614,330.5843,0.9059,94748,0.6788,1.5426,0.3899,0.7655,0.005,0.0033,0.586,0.904,Siit_Pistachio
502,75582,1175.749,461.3922,215.4832,0.8842,310.216,0.9547,79172,0.7161,2.1412,0.6871,0.6723,0.0061,0.0029,0.4521,0.9679,Kirmizi_Pistachio
503,82481,1272.8669,502.6743,213.0986,0.9057,324.0649,0.9662,85367,0.794,2.3589,0.6397,0.6447,0.0061,0.0026,0.4156,0.9804,Kirmizi_Pistachio
504,66501,1048.34,393.584,217.5908,0.8333,290.984,0.9775,68034,0.7657,1.8088,0.7604,0.7393,0.0059,0.0033,0.5466,0.9887,Kirmizi_Pistachio
505,71263,1041.942,405.6606,225.3576,0.8315,301.2223,0.9896,72011,0.7685,1.8001,0.8249,0.7425,0.0057,0.0032,0.5514,0.9925,Siit_Pistachio
506,79336,2520.8379,418.6079,266.8803,0.7704,317.8266,0.8709,91101,0.6789,1.5685,0.1569,0.7592,0.0053,0.0034,0.5765,0.9042,Siit_Pistachio
507,113794,1605.097,451.1695,334.9978,0.6698,380.6403,0.9299,122368,0.7595,1.3468,0.555,0.8437,0.004,0.0029,0.7118,0.9586,Siit_Pistachio
508,44791,993.476,378.3307,156.2171,0.9108,238.8089,0.9451,47391,0.7422,2.4218,0.5703,0.6312,0.0084,0.0035,0.3984,0.9649,Kirmizi_Pistachio
509,73590,1088.728,419.1899,224.427,0.8446,306.1008,0.9842,74769,0.6997,1.8678,0.7802,0.7302,0.0057,0.003,0.5332,0.996,Siit_Pistachio
510,82845,1371.0861,387.9522,290.9736,0.6614,324.7792,0.9185,90196,0.7567,1.3333,0.5538,0.8372,0.0047,0.0035,0.7008,0.9344,Siit_Pistachio
511,76833,1170.0229,458.261,230.6758,0.8641,312.7728,0.9164,83838,0.7016,1.9866,0.7053,0.6825,0.006,0.003,0.4658,0.9254,Kirmizi_Pistachio
512,86598,1425.6281,464.782,240.1123,0.8562,332.0542,0.9585,90349,0.7624,1.9357,0.5354,0.7144,0.0054,0.0028,0.5104,0.988,Siit_Pistachio
513,85313,1171.661,454.5264,240.0397,0.8492,329.5814,0.9883,86320,0.7478,1.8935,0.7809,0.7251,0.0053,0.0028,0.5258,0.9956,Siit_Pistachio
514,99458,1251.755,496.0956,255.824,0.8568,355.8565,0.9881,100655,0.7871,1.9392,0.7976,0.7173,0.005,0.0026,0.5145,0.9978,Siit_Pistachio
515,87332,1940.563,435.628,276.4739,0.7728,333.4585,0.9016,96868,0.7205,1.5757,0.2914,0.7655,0.005,0.0032,0.5859,0.9232,Siit_Pistachio
516,75423,1264.011,466.8614,217.9571,0.8843,309.8896,0.9314,80979,0.6273,2.142,0.5932,0.6638,0.0062,0.0029,0.4406,0.9437,Kirmizi_Pistachio
517,82422,1153.928,459.3745,231.5018,0.8637,323.949,0.985,83678,0.6718,1.9843,0.7778,0.7052,0.0056,0.0028,0.4973,0.9868,Kirmizi_Pistachio
518,113554,1286.364,507.2878,287.1876,0.8243,380.2387,0.9933,114322,0.7431,1.7664,0.8624,0.7496,0.0045,0.0025,0.5618,0.9924,Siit_Pistachio
519,84053,1237.2889,490.0455,228.4529,0.8847,327.1385,0.9368,89719,0.7342,2.1451,0.69,0.6676,0.0058,0.0027,0.4456,0.9559,Kirmizi_Pistachio
520,65883,1368.264,414.9873,208.4766,0.8647,289.6288,0.9399,70096,0.7405,1.9906,0.4422,0.6979,0.0063,0.0032,0.4871,0.9696,Kirmizi_Pistachio
521,94959,1157.55,448.3601,270.9605,0.7967,347.7148,0.9891,96009,0.7077,1.6547,0.8906,0.7755,0.0047,0.0029,0.6014,0.9952,Siit_Pistachio
522,81534,1857.905,456.7036,248.6413,0.8388,322.1992,0.9186,88760,0.7217,1.8368,0.2968,0.7055,0.0056,0.003,0.4977,0.9142,Siit_Pistachio
523,84747,1187.129,473.0993,231.746,0.8718,328.4863,0.9811,86380,0.7908,2.0415,0.7557,0.6943,0.0056,0.0027,0.4821,0.9842,Kirmizi_Pistachio
524,57245,1343.9561,393.1306,195.995,0.8669,269.9752,0.9151,62559,0.6706,2.0058,0.3983,0.6867,0.0069,0.0034,0.4716,0.9459,Kirmizi_Pistachio
525,91974,1873.724,506.3762,244.9716,0.8752,342.206,0.9443,97404,0.7437,2.0671,0.3292,0.6758,0.0055,0.0027,0.4567,0.944,Kirmizi_Pistachio
526,98672,1295.42,473.7274,267.8746,0.8248,354.4476,0.9795,100741,0.763,1.7685,0.7389,0.7482,0.0048,0.0027,0.5598,0.99,Siit_Pistachio
527,79090,1272.936,454.7788,223.6734,0.8707,317.3334,0.9715,81414,0.7658,2.0332,0.6134,0.6978,0.0058,0.0028,0.4869,0.99,Siit_Pistachio
528,99009,1199.3459,462.7371,275.226,0.8039,355.0524,0.994,99611,0.7096,1.6813,0.865,0.7673,0.0047,0.0028,0.5887,0.9898,Siit_Pistachio
529,80719,1262.3719,443.8386,236.7278,0.8459,320.5848,0.9545,84568,0.8001,1.8749,0.6365,0.7223,0.0055,0.0029,0.5217,0.9782,Kirmizi_Pistachio
530,101260,1264.635,476.2528,271.1042,0.8222,359.0658,0.9872,102571,0.7683,1.7567,0.7956,0.7539,0.0047,0.0027,0.5684,0.9986,Siit_Pistachio
531,54322,1569.199,363.6869,217.1759,0.8021,262.9922,0.8557,63481,0.6645,1.6746,0.2772,0.7231,0.0067,0.004,0.5229,0.8757,Kirmizi_Pistachio
532,87912,1253.6021,461.3889,243.143,0.8499,334.5639,0.9879,88991,0.7591,1.8976,0.703,0.7251,0.0052,0.0028,0.5258,0.9978,Siit_Pistachio
533,60357,1058.651,407.7582,193.5181,0.8802,277.2164,0.96,62875,0.7628,2.1071,0.6768,0.6799,0.0068,0.0032,0.4622,0.9739,Kirmizi_Pistachio
534,81211,1112.223,415.0408,249.8777,0.7985,321.5603,0.987,82281,0.7673,1.661,0.825,0.7748,0.0051,0.0031,0.6003,0.997,Siit_Pistachio
535,73388,1283.759,418.133,230.853,0.8338,305.6804,0.9543,76901,0.7177,1.8113,0.5596,0.7311,0.0057,0.0031,0.5344,0.968,Kirmizi_Pistachio
536,106364,1498.948,468.5075,306.9979,0.7554,368.0039,0.9324,114080,0.6908,1.5261,0.5949,0.7855,0.0044,0.0029,0.617,0.9416,Siit_Pistachio
537,60466,1602.021,377.7837,240.4111,0.7714,277.4666,0.8344,72465,0.6676,1.5714,0.2961,0.7345,0.0062,0.004,0.5394,0.8477,Kirmizi_Pistachio
538,96787,2043.441,448.917,285.2169,0.7722,351.0456,0.9262,104502,0.7,1.5739,0.2913,0.782,0.0046,0.0029,0.6115,0.9625,Siit_Pistachio
539,72133,1136.972,421.8918,227.7495,0.8418,303.0554,0.9348,77162,0.7403,1.8524,0.7012,0.7183,0.0058,0.0032,0.516,0.9558,Kirmizi_Pistachio
540,65688,1333.7,394.94,216.5538,0.8363,289.1999,0.9664,67970,0.7766,1.8238,0.4641,0.7323,0.006,0.0033,0.5362,0.9779,Kirmizi_Pistachio
541,96452,1199.712,458.1165,271.4386,0.8056,350.4376,0.9716,99270,0.7725,1.6877,0.8421,0.765,0.0047,0.0028,0.5852,0.9876,Siit_Pistachio
542,80147,1168.076,480.6037,214.6958,0.8947,319.4469,0.9809,81709,0.767,2.2385,0.7382,0.6647,0.006,0.0027,0.4418,0.989,Kirmizi_Pistachio
543,74534,1233.401,478.2781,204.0783,0.9044,308.0578,0.9419,79135,0.7421,2.3436,0.6157,0.6441,0.0064,0.0027,0.4149,0.9723,Kirmizi_Pistachio
544,76732,1177.798,409.0648,242.6905,0.805,312.5671,0.9829,78068,0.7215,1.6855,0.6951,0.7641,0.0053,0.0032,0.5839,0.9841,Siit_Pistachio
545,83252,2418.3091,507.1465,229.1038,0.8921,325.576,0.8694,95756,0.7075,2.2136,0.1789,0.642,0.0061,0.0028,0.4121,0.9123,Kirmizi_Pistachio
546,87604,2022.63,468.8341,257.6761,0.8354,333.9774,0.908,96480,0.694,1.8195,0.2691,0.7124,0.0054,0.0029,0.5075,0.9233,Siit_Pistachio
547,92842,1454.291,464.6617,271.1815,0.812,343.817,0.9147,101498,0.6705,1.7135,0.5516,0.7399,0.005,0.0029,0.5475,0.9381,Siit_Pistachio
548,90838,1238.423,482.3463,247.1873,0.8587,340.0861,0.9773,92946,0.7127,1.9513,0.7443,0.7051,0.0053,0.0027,0.4971,0.97,Kirmizi_Pistachio
549,98991,1742.339,479.3621,267.7458,0.8295,355.0201,0.9515,104041,0.7855,1.7904,0.4098,0.7406,0.0048,0.0027,0.5485,0.982,Siit_Pistachio
550,83139,1226.787,454.3604,237.3384,0.8527,325.355,0.9585,86739,0.7711,1.9144,0.6942,0.7161,0.0055,0.0029,0.5128,0.9816,Siit_Pistachio
551,81893,2120.3181,427.4263,263.358,0.7876,322.9077,0.8873,92297,0.6737,1.623,0.2289,0.7555,0.0052,0.0032,0.5707,0.9263,Siit_Pistachio
552,99690,1210.12,454.6655,280.5211,0.787,356.2713,0.989,100797,0.7117,1.6208,0.8555,0.7836,0.0046,0.0028,0.614,0.9952,Siit_Pistachio
553,74054,1106.869,419.7861,229.3526,0.8376,307.0643,0.9637,76847,0.7725,1.8303,0.7596,0.7315,0.0057,0.0031,0.5351,0.9793,Kirmizi_Pistachio
554,85436,1072.366,388.1068,281.5912,0.6882,329.8189,0.9932,86021,0.7491,1.3783,0.9336,0.8498,0.0045,0.0033,0.7222,0.9954,Siit_Pistachio
555,72151,2175.1001,457.6626,218.5395,0.8786,303.0932,0.8917,80914,0.7112,2.0942,0.1916,0.6623,0.0063,0.003,0.4386,0.9185,Kirmizi_Pistachio
556,69802,1086.962,438.3943,206.165,0.8825,298.1185,0.9754,71565,0.7465,2.1264,0.7424,0.68,0.0063,0.003,0.4624,0.9833,Kirmizi_Pistachio
557,90838,1273.083,485.8356,243.6367,0.8652,340.0861,0.9579,94826,0.7631,1.9941,0.7043,0.7,0.0053,0.0027,0.49,0.9771,Kirmizi_Pistachio
558,76570,2283.5969,429.917,265.1375,0.7872,312.237,0.8695,88067,0.619,1.6215,0.1845,0.7263,0.0056,0.0035,0.5275,0.8553,Siit_Pistachio
559,68432,1112.882,412.6714,224.5417,0.839,295.1785,0.9334,73313,0.6943,1.8378,0.6943,0.7153,0.006,0.0033,0.5116,0.9403,Siit_Pistachio
560,71613,1099.265,438.0688,214.9722,0.8713,301.9611,0.9586,74708,0.7366,2.0378,0.7447,0.6893,0.0061,0.003,0.4751,0.9682,Kirmizi_Pistachio
561,94511,2069.553,463.567,275.8159,0.8037,346.8936,0.9229,102404,0.7212,1.6807,0.2773,0.7483,0.0049,0.0029,0.56,0.9412,Siit_Pistachio
562,90386,1191.738,484.7329,237.905,0.8713,339.2389,0.9914,91173,0.7863,2.0375,0.7997,0.6998,0.0054,0.0026,0.4898,0.9979,Siit_Pistachio
563,71409,1686.645,443.9521,226.7902,0.8597,301.5307,0.8661,82450,0.6591,1.9575,0.3154,0.6792,0.0062,0.0032,0.4613,0.903,Kirmizi_Pistachio
564,67116,1140.54,444.1136,200.6192,0.8922,292.3264,0.9507,70594,0.7868,2.2137,0.6484,0.6582,0.0066,0.003,0.4333,0.9591,Kirmizi_Pistachio
565,93185,1255.072,453.6855,267.5124,0.8077,344.4515,0.9714,95931,0.7091,1.6959,0.7434,0.7592,0.0049,0.0029,0.5764,0.9776,Kirmizi_Pistachio
566,75725,1163.835,391.0428,253.5031,0.7614,310.5094,0.9562,79194,0.7097,1.5426,0.7025,0.7941,0.0052,0.0033,0.6305,0.9726,Siit_Pistachio
567,82744,2236.5449,456.3524,244.885,0.8438,324.5812,0.92,89937,0.7185,1.8635,0.2079,0.7113,0.0055,0.003,0.5059,0.9427,Siit_Pistachio
568,92058,1171.624,468.6358,250.8758,0.8446,342.3622,0.9926,92741,0.739,1.868,0.8427,0.7306,0.0051,0.0027,0.5337,0.997,Siit_Pistachio
569,75425,1135.5861,404.1902,238.8812,0.8067,309.8937,0.9818,76820,0.7418,1.692,0.735,0.7667,0.0054,0.0032,0.5878,0.9946,Siit_Pistachio
570,52802,1096.412,405.7816,193.4352,0.8791,259.2867,0.8312,63527,0.6283,2.0978,0.552,0.639,0.0077,0.0037,0.4083,0.8565,Kirmizi_Pistachio
571,83019,1180.433,482.4406,221.1325,0.8888,325.1201,0.9828,84468,0.75,2.1817,0.7487,0.6739,0.0058,0.0027,0.4542,0.9908,Kirmizi_Pistachio
572,97409,1195.215,452.1823,274.5764,0.7945,352.1718,0.9902,98376,0.7635,1.6468,0.8569,0.7788,0.0046,0.0028,0.6066,0.9989,Siit_Pistachio
573,98184,1463.168,434.3769,292.6472,0.739,353.57,0.9543,102890,0.7316,1.4843,0.5763,0.814,0.0044,0.003,0.6625,0.9834,Siit_Pistachio
574,85203,2385.498,462.1089,249.014,0.8424,329.3688,0.9174,92876,0.7229,1.8558,0.1882,0.7128,0.0054,0.0029,0.508,0.9428,Siit_Pistachio
575,85885,1813.851,438.9585,253.8259,0.8159,330.6844,0.9619,89283,0.7378,1.7294,0.328,0.7533,0.0051,0.003,0.5675,0.9814,Siit_Pistachio
576,93313,1862.726,447.1666,278.4893,0.7824,344.688,0.9361,99678,0.7607,1.6057,0.338,0.7708,0.0048,0.003,0.5942,0.9541,Siit_Pistachio
577,74843,1158.202,432.663,232.6371,0.8431,308.6957,0.9543,78426,0.7205,1.8598,0.7011,0.7135,0.0058,0.0031,0.5091,0.9467,Kirmizi_Pistachio
578,84968,1354.766,474.9597,236.1567,0.8676,328.9143,0.9371,90671,0.727,2.0112,0.5818,0.6925,0.0056,0.0028,0.4796,0.9645,Siit_Pistachio
579,97275,1221.182,462.5569,271.5177,0.8096,351.9295,0.9746,99808,0.7477,1.7036,0.8197,0.7608,0.0048,0.0028,0.5789,0.9862,Siit_Pistachio
580,97000,1892.373,448.4931,283.8496,0.7742,351.4317,0.9532,101765,0.7507,1.58,0.3404,0.7836,0.0046,0.0029,0.614,0.9701,Siit_Pistachio
581,81487,1305.462,479.7953,227.478,0.8805,322.1063,0.9156,88994,0.709,2.1092,0.6009,0.6713,0.0059,0.0028,0.4507,0.9506,Kirmizi_Pistachio
582,75910,1940.187,414.5405,268.6004,0.7617,310.8884,0.8752,86732,0.7025,1.5433,0.2534,0.75,0.0055,0.0035,0.5624,0.868,Siit_Pistachio
583,64152,1840.572,384.8438,270.2525,0.7119,285.7986,0.7992,80269,0.6221,1.424,0.238,0.7426,0.006,0.0042,0.5515,0.7854,Kirmizi_Pistachio
584,90161,1495.119,474.6939,242.8821,0.8592,338.8164,0.9733,92631,0.7542,1.9544,0.5068,0.7138,0.0053,0.0027,0.5094,0.9957,Siit_Pistachio
585,82805,1737.234,426.9731,253.6855,0.8044,324.7008,0.9627,86015,0.7367,1.6831,0.3448,0.7605,0.0052,0.0031,0.5783,0.9734,Siit_Pistachio
586,80219,1275.288,483.3223,214.4964,0.8961,319.5904,0.9628,83320,0.7326,2.2533,0.6198,0.6612,0.006,0.0027,0.4372,0.9852,Kirmizi_Pistachio
587,57971,1458.281,372.8407,209.833,0.8266,271.6817,0.9296,62364,0.6946,1.7768,0.3426,0.7287,0.0064,0.0036,0.531,0.9435,Kirmizi_Pistachio
588,65251,1139.3781,419.9422,201.6076,0.8772,288.2363,0.9641,67679,0.7619,2.083,0.6316,0.6864,0.0064,0.0031,0.4711,0.9813,Kirmizi_Pistachio
589,93512,1192.152,456.8235,261.9701,0.8192,345.0553,0.9871,94738,0.7622,1.7438,0.8268,0.7553,0.0049,0.0028,0.5705,0.9949,Siit_Pistachio
590,84987,1136.249,462.183,238.2535,0.8569,328.9511,0.9764,87045,0.7701,1.9399,0.8272,0.7117,0.0054,0.0028,0.5066,0.9827,Kirmizi_Pistachio
591,93976,1213.422,471.0541,255.746,0.8398,345.9103,0.9906,94871,0.7971,1.8419,0.8021,0.7343,0.005,0.0027,0.5392,0.9932,Siit_Pistachio
592,77973,1393.83,468.3212,219.7142,0.8831,315.0846,0.9394,83007,0.6425,2.1315,0.5044,0.6728,0.006,0.0028,0.4527,0.9648,Kirmizi_Pistachio
593,88615,1261.1331,467.1534,253.3613,0.8402,335.899,0.9289,95395,0.693,1.8438,0.7002,0.719,0.0053,0.0029,0.517,0.9533,Siit_Pistachio
594,82939,1166.26,436.4992,244.8998,0.8278,324.9634,0.9861,84111,0.7453,1.7824,0.7663,0.7445,0.0053,0.003,0.5542,0.9879,Siit_Pistachio
595,79458,1183.8879,459.1738,223.2913,0.8738,318.0709,0.9728,81682,0.7398,2.0564,0.7124,0.6927,0.0058,0.0028,0.4798,0.9867,Kirmizi_Pistachio
596,104952,1309.203,470.0492,295.9375,0.7769,365.5531,0.9348,112267,0.7297,1.5883,0.7695,0.7777,0.0045,0.0028,0.6048,0.9606,Siit_Pistachio
597,41578,1534.566,363.1898,152.4602,0.9076,230.0842,0.8914,46646,0.6713,2.3822,0.2219,0.6335,0.0087,0.0037,0.4013,0.9561,Kirmizi_Pistachio
598,75673,1377.975,434.4699,237.145,0.8379,310.4027,0.913,82882,0.7315,1.8321,0.5008,0.7144,0.0057,0.0031,0.5104,0.9351,Kirmizi_Pistachio
599,69849,1349.351,411.409,227.1708,0.8337,298.2189,0.9322,74929,0.6868,1.811,0.4821,0.7249,0.0059,0.0033,0.5254,0.9516,Kirmizi_Pistachio
600,78701,1151.735,445.7496,233.0354,0.8525,316.5521,0.9484,82982,0.6884,1.9128,0.7456,0.7102,0.0057,0.003,0.5043,0.9647,Siit_Pistachio
601,90519,1172.703,444.4282,262.2431,0.8074,339.4884,0.985,91894,0.7794,1.6947,0.8271,0.7639,0.0049,0.0029,0.5835,0.9889,Siit_Pistachio
602,88455,2006.806,477.3607,243.7657,0.8598,335.5956,0.9525,92868,0.7091,1.9583,0.276,0.703,0.0054,0.0028,0.4942,0.9679,Kirmizi_Pistachio
603,90228,1240.993,479.9216,240.2062,0.8657,338.9423,0.9847,91630,0.7299,1.998,0.7362,0.7062,0.0053,0.0027,0.4988,0.9965,Siit_Pistachio
604,73579,1153.355,443.8091,217.8753,0.8712,306.0779,0.9345,78739,0.7584,2.037,0.6951,0.6897,0.006,0.003,0.4756,0.9689,Kirmizi_Pistachio
605,86663,1461.332,458.8419,242.8171,0.8485,332.1788,0.9702,89327,0.7589,1.8897,0.51,0.724,0.0053,0.0028,0.5241,0.9904,Siit_Pistachio
606,82467,1270.996,456.6019,235.5873,0.8566,324.0374,0.9763,84472,0.6708,1.9381,0.6415,0.7097,0.0055,0.0029,0.5036,0.9761,Kirmizi_Pistachio
607,50352,1054.4771,391.3436,170.9202,0.8996,253.1998,0.9461,53221,0.6777,2.2896,0.5691,0.647,0.0078,0.0034,0.4186,0.9585,Kirmizi_Pistachio
608,81762,1180.48,468.1774,227.3933,0.8741,322.6494,0.9653,84702,0.7285,2.0589,0.7373,0.6892,0.0057,0.0028,0.4749,0.9779,Kirmizi_Pistachio
609,78094,1268.458,446.7252,225.9483,0.8627,315.329,0.9691,80585,0.7611,1.9771,0.6099,0.7059,0.0057,0.0029,0.4982,0.9851,Kirmizi_Pistachio
610,84382,1231.981,488.2212,233.7021,0.878,327.7781,0.9228,91439,0.7132,2.0891,0.6986,0.6714,0.0058,0.0028,0.4507,0.9416,Siit_Pistachio
611,99067,1220.4709,465.2032,273.1264,0.8095,355.1563,0.9922,99846,0.7438,1.7033,0.8358,0.7634,0.0047,0.0028,0.5828,0.9927,Siit_Pistachio
612,102230,1340.635,449.7473,297.3888,0.7502,360.7815,0.962,106266,0.7721,1.5123,0.7148,0.8022,0.0044,0.0029,0.6435,0.9732,Siit_Pistachio
613,72137,1239.403,428.7899,223.9258,0.8528,303.0638,0.9222,78219,0.7338,1.9149,0.5901,0.7068,0.0059,0.0031,0.4996,0.9566,Kirmizi_Pistachio
614,68539,1078.8311,445.5626,197.1964,0.8967,295.4091,0.9815,69829,0.7889,2.2595,0.74,0.663,0.0065,0.0029,0.4396,0.9932,Kirmizi_Pistachio
615,79867,1147.394,453.7088,226.9361,0.8659,318.8884,0.9847,81110,0.7356,1.9993,0.7623,0.7028,0.0057,0.0028,0.494,0.9876,Kirmizi_Pistachio
616,87051,1207.609,425.294,275.8212,0.7612,332.9216,0.9368,92926,0.6308,1.5419,0.7501,0.7828,0.0049,0.0032,0.6128,0.9449,Siit_Pistachio
617,84903,1136.322,440.568,245.8601,0.8298,328.7885,0.9892,85832,0.7516,1.7919,0.8263,0.7463,0.0052,0.0029,0.5569,0.998,Siit_Pistachio
618,74220,1200.856,458.5318,209.6977,0.8893,307.4083,0.9733,76253,0.747,2.1866,0.6468,0.6704,0.0062,0.0028,0.4495,0.9828,Kirmizi_Pistachio
619,79779,1489.546,456.6506,249.1166,0.8381,318.7127,0.8874,89901,0.5989,1.8331,0.4518,0.6979,0.0057,0.0031,0.4871,0.8929,Siit_Pistachio
